input_url,n_comments,n_replies,n_total_text_rows,pos_rate,neu_rate,neg_rate,high_rate,med_rate,low_rate,confusion_rate,negative_or_confusion_rate,replies_to_comments_ratio,top_theme_1,top_theme_2,top_theme_3,top_theme_share_1,top_theme_share_2,top_theme_share_3,winner_score
https://www.instagram.com/reel/DW3hkdljRnT/,11,0,7,0.5714285714285714,0.42857142857142855,0.0,0.0,0.14285714285714285,0.8571428571428571,1.0,1.0,0.0,Smooth Move Compliments,MIXED,,0.7142857142857143,0.2857142857142857,0.0,-0.5
https://www.instagram.com/reel/DXCU_90j98q/,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DW8P0QLj2l7/,1,1,2,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DW-5iwAlYwJ/,4,0,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DW9K0KdvpR0/,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXD3dzeCbF-/,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXDgQcfk0DA/,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXCv3kzj0yw/,3,0,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,MIXED,MIXED,,0.6666666666666666,0.3333333333333333,0.0,-0.5
https://www.instagram.com/reel/DXCsc_EjzPb/,1,1,2,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,MIXED,MIXED,,0.5,0.5,0.0,-0.5
https://www.instagram.com/reel/DXAYLz5kxvZ/,1,1,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DW7nuj-JJSH/,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DW46bcVSsYk/,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DW-5YBbEZyX/,4,0,2,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,Short Minimal Reactions,MIXED,,0.5,0.5,0.0,-0.5
https://www.instagram.com/reel/DW_3nIRDwuG/,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Smooth Move Compliments,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXEN--XzEiy/,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXBCBTpkxo6/,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXCZdLWj7UN/,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Knee Pun Wordplay,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXCKDsiE_zc/,2,1,2,0.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,MIXED,Critical Comments About Woman,,0.5,0.5,0.0,-0.5
https://www.instagram.com/reel/DXBDf1nETu3/,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXBEw_Lk7Se/,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXDdcb8j-o_/,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXBI95Mk5ie/,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DW6wy1vjegD/,4,0,4,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DW6w15CicDx/,4,0,4,0.0,1.0,0.0,0.0,0.25,0.75,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXAbN4ykzQb/,1,1,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DW6voipESBl/,3,0,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DW6w4h1j08o/,5,0,5,0.0,1.0,0.0,0.0,0.6,0.4,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DW6v6K3FVeH/,4,0,4,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DW6wFPmCqLw/,4,0,4,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXEKdcRkh46/,4,0,4,0.0,1.0,0.0,0.0,0.25,0.75,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
https://www.instagram.com/reel/DXEKoWclSk-/,3,0,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,MIXED,,,1.0,0.0,0.0,-0.5
